Perturb Freq,Filter Size,Mu,Psi,Is SVD,Overshoot,Convergence Time
13.5,400,0.07,0.001,False,1000.0,90.0
13.5,400,0.07,0.01,True,1000.0,90.0
13.5,400,0.07,0.01,False,1000.0,90.0
13.5,400,0.07,0.1,True,1000.0,90.0
13.5,400,0.07,0.1,False,1000.0,90.0
13.5,400,0.08,0.0001,True,1000.0,90.0
13.5,400,0.08,0.0001,False,1000.0,90.0
13.5,400,0.08,0.001,True,1000.0,90.0
13.5,400,0.08,0.001,False,1000.0,90.0
13.5,400,0.08,0.01,True,1000.0,90.0
13.5,400,0.08,0.01,False,1000.0,90.0
13.5,400,0.08,0.1,True,1000.0,90.0
13.5,400,0.08,0.1,False,1000.0,90.0
13.5,400,0.09,0.0001,True,1000.0,90.0
13.5,400,0.09,0.0001,False,1000.0,90.0
13.5,400,0.09,0.001,True,1000.0,90.0
13.5,400,0.09,0.001,False,1000.0,90.0
13.5,400,0.09,0.01,True,1000.0,90.0
13.5,400,0.09,0.01,False,1000.0,90.0
13.5,400,0.09,0.1,True,1000.0,90.0
13.5,400,0.09,0.1,False,1000.0,90.0
13.5,400,0.1,0.0001,True,1000.0,90.0
13.5,400,0.1,0.0001,False,1000.0,90.0
13.5,400,0.1,0.001,True,1000.0,90.0
13.5,400,0.1,0.001,False,1000.0,90.0
13.5,400,0.1,0.01,True,1000.0,90.0
13.5,400,0.1,0.01,False,1000.0,90.0
13.5,400,0.1,0.1,True,1000.0,90.0
13.5,400,0.1,0.1,False,1000.0,90.0
13.5,600,0.001,0.0001,True,1.002045248689248,5.914180973176542
13.5,600,0.001,0.0001,False,0.999659266735883,6.618522005649147
13.5,600,0.001,0.001,True,1.002045248689248,5.914180973176542
13.5,600,0.001,0.001,False,0.999659266735883,6.618522005649147
13.5,600,0.001,0.01,True,1.002045248689248,5.914180973176542
13.5,600,0.001,0.01,False,0.999659266735883,6.618522005649147
13.5,600,0.001,0.1,True,1.002045248689248,5.914180973176542
13.5,600,0.001,0.1,False,0.999659266735883,6.618522005649147
13.5,600,0.002,0.0001,True,1.004978372943062,3.1016246319036824
13.5,600,0.002,0.0001,False,1.000193474768588,3.17374146116709
13.5,600,0.002,0.001,True,1.004978372943062,3.1016246319036824
13.5,600,0.002,0.001,False,1.000193474768588,3.17374146116709
13.5,600,0.002,0.01,True,1.004978372943062,3.1016246319036824
13.5,600,0.002,0.01,False,1.000193474768588,3.17374146116709
13.5,600,0.002,0.1,True,1.004978372943062,3.1016246319036824
13.5,600,0.002,0.1,False,1.000193474768588,3.17374146116709
13.5,600,0.003,0.0001,True,1.0079183599620118,1.950159257997953
13.5,600,0.003,0.0001,False,1.000721580870727,4.200204331016245
13.5,600,0.003,0.001,True,1.0079183599620118,1.950159257997953
13.5,600,0.003,0.001,False,1.000721580870727,4.200204331016245
13.5,600,0.003,0.01,True,1.0079183599620118,1.950159257997953
13.5,600,0.003,0.01,False,1.000721580870727,4.200204331016245
13.5,600,0.003,0.1,True,1.0079183599620118,1.950159257997953
13.5,600,0.003,0.1,False,1.000721580870727,4.200204331016245
13.5,600,0.004,0.0001,True,1.0108652301651182,3.029507802640275
13.5,600,0.004,0.0001,False,1.0012435750083661,4.337226306616714
13.5,600,0.004,0.001,True,1.0108652301651182,3.029507802640275
13.5,600,0.004,0.001,False,1.0012435750083661,4.337226306616714
13.5,600,0.004,0.01,True,1.0108652301651182,3.029507802640275
13.5,600,0.004,0.01,False,1.0012435750083661,4.337226306616714
13.5,600,0.004,0.1,True,1.0108652301651182,3.029507802640275
13.5,600,0.004,0.1,False,1.0012435750083661,4.337226306616714
13.5,600,0.005,0.0001,True,1.0138190040533823,3.967026583064559
13.5,600,0.005,0.0001,False,1.00196161735631,12.29652036298804
13.5,600,0.005,0.001,True,1.0138190040533823,3.967026583064559
13.5,600,0.005,0.001,False,1.00196161735631,12.29652036298804
13.5,600,0.005,0.01,True,1.0138190040533823,3.967026583064559
13.5,600,0.005,0.01,False,1.00196161735631,12.29652036298804
13.5,600,0.005,0.1,True,1.0138190040533823,3.967026583064559
13.5,600,0.005,0.1,False,1.00196161735631,12.29652036298804
13.5,600,0.006,0.0001,True,1.0167797022101688,3.1617219896231887
13.5,600,0.006,0.0001,False,1.027817749932642,19.16204250886436
13.5,600,0.006,0.001,True,1.0167797022101688,3.1617219896231887
13.5,600,0.006,0.001,False,1.027817749932642,19.16204250886436
13.5,600,0.006,0.01,True,1.0167797022101688,3.1617219896231887
13.5,600,0.006,0.01,False,1.027817749932642,19.16204250886436
13.5,600,0.006,0.1,True,1.0167797022101688,3.1617219896231887
13.5,600,0.006,0.1,False,1.027817749932642,19.16204250886436
13.5,600,0.007,0.0001,True,1.0197473453014179,2.914120875818824
